Date,AAPL_BETA,MSFT_BETA,NVDA_BETA,GOOGL_BETA,INTC_BETA,CSCO_BETA,TXN_BETA,IBM_BETA,ORCL_BETA,QCOM_BETA,AMZN_BETA,TSLA_BETA,META_BETA
2013-05-28,0.03382894330727255,0.09202053734842704,0.09113906292562296,0.11013256821544216,0.09898304342816787,0.0481741927417268,0.1473403776179767,0.07842188249247023,0.10052388563200433,0.10087113022929603,0.061303971353495496,0.009168943984377268,0.028091460723720568
2013-05-29,0.032753774101308315,0.09286702085668952,0.09166195746127781,0.11093162138413819,0.09697891117992163,0.047313894780206575,0.1482362706842071,0.07781509939769347,0.10050929172828879,0.1000452625488184,0.06185732917996176,0.009744133417398404,0.02928543328009002
2013-05-30,0.03362358696240238,0.09634071780064658,0.09285953155324642,0.11026501273847594,0.09644201552842,0.04682310918042816,0.14637526917609112,0.07772986122040199,0.09888530122603276,0.10184305322919114,0.061016810237071714,0.00971875622721298,0.02807697492037894
2013-05-31,0.032861882436568,0.0955548571980827,0.09497685887312582,0.10712308227517915,0.09341256222111304,0.04721975327417895,0.14610760270681386,0.07751787927183619,0.09892769914835346,0.10444051754799889,0.061459038241858166,0.011261102087087149,0.029137164717804788
2013-06-03,0.03335066154033378,0.09582732946515195,0.09618225613368911,0.10681204632258187,0.08971909718089072,0.04785402435440977,0.14761476355761144,0.07816665093916961,0.09952177649885485,0.1051890171574135,0.06105496750028456,0.010481626922340611,0.028225782427268288
2013-06-04,0.0335719936508624,0.09578193302091649,0.09934200817090125,0.10697195394254719,0.08954540705018041,0.04784112588819852,0.14335310678642435,0.07895992859603736,0.09944457564733744,0.10405482747574295,0.06099986081030285,0.010314886575612846,0.029818392384936183
2013-06-05,0.03305105382827684,0.0990358329351168,0.10089125274456161,0.10414128911699458,0.091061782686216,0.04690098239533284,0.14257153281687457,0.08113650426077518,0.09644562726239242,0.10496663119039087,0.058822669885288684,0.01038163954928748,0.03059320132849213
2013-06-06,0.03209421227874332,0.1008278435371058,0.10176090020953739,0.10505298300909924,0.09114311366980632,0.047666513881828645,0.14123714375326674,0.08254023403983173,0.09168008607327506,0.10464460853621635,0.059464033068437415,0.010515531065959273,0.03137279687689279
2013-06-07,0.032669016894485974,0.10198974788957413,0.10194195749612828,0.10864571893149266,0.08864659825602623,0.047485505291474946,0.14087829281033654,0.08361296424778476,0.09211197070976204,0.09718128938945139,0.061638717825375486,0.010970221806077719,0.03222799845202981
2013-06-10,0.03336594758730767,0.10268332328385124,0.10421545444166376,0.10804678899232328,0.08752363495310027,0.04764036252479079,0.14001412762144505,0.08377207894635126,0.09217680594110422,0.09761861203255967,0.061226032180549395,0.011024037985660956,0.030692793509292198
2013-06-11,0.03469456038142903,0.1033817503178187,0.10453402248166635,0.10906075599192092,0.0883481017305834,0.04815848924987718,0.1348522096468971,0.08320554233363646,0.09184602176325674,0.09752443133030504,0.06178437178649017,0.011783291964165183,0.030826451021953815
2013-06-12,0.03536708566001303,0.10136963705473069,0.10412087508336049,0.1105361224240225,0.08910788262315673,0.048503223682512454,0.13514671707199866,0.08364668058776582,0.09103341721803203,0.09747187435837484,0.06172045135220825,0.011316452174845606,0.0306595807089788
2013-06-13,0.03467541114020361,0.09243491382045856,0.10228080234616463,0.10712387653702923,0.11522207777208274,0.04785852185303785,0.1314287081013569,0.08214457677762814,0.0896342640679267,0.09690669558768943,0.06028237239489699,0.010613158595938296,0.029394621005587117
2013-06-14,0.034625481462949095,0.09327791922191721,0.1023024521817517,0.10708993385821508,0.11545730817791587,0.04863691431675755,0.1304186170691826,0.08176277587397379,0.08978959792425796,0.096940255360251,0.060454323299117256,0.010341875344292352,0.028902545909418497
2013-06-17,0.03369928018403126,0.09121972380860095,0.0986767868631306,0.12398340589493693,0.11155648838191513,0.04782029283394746,0.12683193940401805,0.08831045954952566,0.08688089775112816,0.09396317074534735,0.05868592629175216,0.00998299600579743,0.028388632285868905
2013-06-18,0.05017741469982255,0.08843867412679147,0.09507979060518432,0.1236617101571338,0.1099577471652346,0.04741009247242905,0.12416626534602605,0.086882994573702,0.08524925022236679,0.0924970633690157,0.058499072665425034,0.009762779846464543,0.02821714475040423
2013-06-19,0.05431340531681558,0.08954126157458651,0.08344192669257355,0.12258164204988009,0.11158959570787068,0.04749993477213233,0.12579831345564646,0.08840695662658929,0.0851188688158078,0.09534356335729502,0.05996034895288205,0.009665541012036488,0.02673864166588408
2013-06-20,0.05525145313279463,0.09155910983077933,0.08523191963918748,0.12047304885042041,0.11125886222845977,0.04637234596911489,0.1229081768853857,0.08946477736594623,0.08437117787993086,0.09514673191870983,0.05956802661292455,0.010475738266827114,0.02791863141951937
2013-06-21,0.055636914938138375,0.09171851549093005,0.08931176461435725,0.12104034694724884,0.11245980453035272,0.047675850613337366,0.12458417155873529,0.08991870016466877,0.06141861468474124,0.09615414928618388,0.06869019696203557,0.010558173663434332,0.030832796545836455
2013-06-24,0.056581106571443815,0.08635133399871983,0.08913621406250116,0.12039563819188696,0.11152955877328312,0.048123354903455,0.12343661810370364,0.08959918918324745,0.059604550736785174,0.09664891531046445,0.0760850242980699,0.010087150559985509,0.03242134530645394
2013-06-25,0.055726645245116634,0.08489276681158633,0.08813512425663325,0.11728704602012131,0.11159238723869289,0.046962459156874824,0.12162608247645176,0.08893958507390386,0.05835962404287174,0.10767269372439334,0.07643140506715854,0.0098641115310897,0.032510069355105614
2013-06-26,0.055012264021502826,0.08500070667642276,0.08657641200218054,0.11906071630533283,0.11148431457475082,0.04720219235750816,0.12126726046488484,0.088005482572215,0.058094623295789155,0.10456472731596675,0.07765784359141817,0.009999486904922727,0.036073969917105354
2013-06-27,0.0534436804143315,0.08493182180003592,0.08537929293679705,0.12041701112269189,0.11215017046835801,0.04811267263758787,0.1219497397412761,0.08880140179642619,0.05792243045223967,0.10406540801163708,0.0777197709452741,0.009945248294149776,0.03516135137919469
2013-06-28,0.05240690307177962,0.086153074928354,0.0853747341379576,0.12038116369459982,0.11161222891736748,0.04820144425283766,0.12256154774866244,0.08966238703612302,0.0572016218728794,0.10423393115657757,0.07792196375095688,0.010203256923474888,0.034085742508429405
2013-07-01,0.052114399184758096,0.08562160677517924,0.0860176739179244,0.12101320970825806,0.10943816074485142,0.04847966878881365,0.12316321099339389,0.08995644475101343,0.05598773365131454,0.10432674487880243,0.07915771556575377,0.010442913484746356,0.03428051755519061
2013-07-02,0.05314070574608155,0.08487484413340204,0.08599163822489608,0.1209866263326704,0.10947470129774613,0.048434863414466234,0.12304858508312497,0.089851546040871,0.05603794387622326,0.10451514657659189,0.0789937270425472,0.010441644967354124,0.03420802726402512
2013-07-03,0.05280125293147808,0.08471725496364958,0.08591396879699591,0.12136061087817086,0.1094368140517119,0.04832068536198824,0.12506835166102964,0.08919658436850811,0.055042853205914295,0.10434172325389213,0.07894588910662749,0.01054445564949066,0.034309555770543135
2013-07-05,0.05175429326020805,0.0848647631948132,0.0862331999954493,0.12119927502446014,0.10933964580221164,0.04759381006932779,0.12644086891065381,0.0894893061376071,0.05547888290308175,0.10377170253781005,0.07950907799624862,0.010756350079816228,0.03356882408831221
2013-07-08,0.05336654816286317,0.08579758865422546,0.08679035214520146,0.12251737713227487,0.09887408642379189,0.04858292996970765,0.12651561650642063,0.0903806089668407,0.05626145396246948,0.10438517659108261,0.0803851602614401,0.010916095447694101,0.035227005775987856
2013-07-09,0.05386360684681038,0.08550479131878456,0.08706607944555321,0.12211781487799513,0.09834060244341718,0.049086586244212846,0.12636696605736325,0.08635880386774558,0.055977793707989366,0.10239081995324231,0.08590893534116699,0.010914794466293284,0.03610240542942582
2013-07-10,0.05392411874798916,0.08522827713145639,0.089871463980351,0.12248132936173756,0.09836149147966079,0.04913562853097176,0.12591596425471815,0.08627931057403458,0.05603252799906914,0.099473100664101,0.0859911466378426,0.01093318949978003,0.03637245113828772
2013-07-11,0.05467008191486271,0.08557869347229172,0.08970782498302153,0.12261166388778885,0.09748421082132437,0.04957195779525172,0.12501912611002883,0.08578208952380878,0.05647664568731458,0.10003801197391553,0.08640859547278318,0.010910406607811878,0.035740691749796286
2013-07-12,0.05492832987421325,0.08549199958859444,0.0926205348484353,0.12338397386163368,0.09818843589643451,0.04928719692129599,0.12485846861701334,0.08654447244078751,0.05584070103644495,0.09871910573986747,0.08419377634180086,0.010662883436753028,0.03528012139672562
2013-07-15,0.053784580414715816,0.08569003062249116,0.09247260858188716,0.12395414123997098,0.09835191699231738,0.04853413453600132,0.12702356784700952,0.08743218090981221,0.05560340467012181,0.09774359875879246,0.08434562365106389,0.010248825316168306,0.03481538645964812
2013-07-16,0.05330104503242726,0.08572918145917177,0.09227208546447138,0.1256914935830416,0.09806101421941964,0.048508651576858,0.12847249185812187,0.08770206247015741,0.05543830491660412,0.09597820843294788,0.08480413990805255,0.00977990365346863,0.0342614174252579
2013-07-17,0.05223582731895912,0.08272533099717007,0.09060188675929595,0.12438311433871785,0.0966172156243826,0.047938545181833,0.14166042560327236,0.08627002421084107,0.05447498430491912,0.09431649073144598,0.08484025502344805,0.009439904232782353,0.03449599567293252
2013-07-18,0.052052003348268254,0.08214252891174066,0.09135850386442984,0.12588955433143656,0.08907215535785981,0.04867051158493163,0.14539831024617053,0.08667644546182313,0.05569044241877391,0.09311234854275467,0.08463099224600382,0.008538690896089251,0.036767512789717946
2013-07-19,0.053514245817798914,0.04826781958644125,0.09273151461763,0.1295896403441467,0.0928285905130147,0.05145250997897678,0.15172371527779907,0.08774370432235525,0.058411765763817264,0.09710847466625389,0.08928780344059302,0.0090619804747107,0.03827823519646243
2013-07-22,0.05605801413002342,0.04728961933872975,0.09226713195166039,0.12795107671179556,0.09153114937075912,0.051034387043683294,0.15272096437559143,0.08699017202589408,0.05834339052712814,0.09639066970805629,0.08910701057494111,0.009133694992188397,0.041182719249549
2013-07-23,0.056934647362485755,0.04821997678756456,0.09423050668743702,0.13015209333951097,0.09305560274667514,0.051988505457035185,0.13823099354324997,0.08784868801579435,0.05889084594648949,0.09789651552448028,0.09085944261230443,0.009260851919797091,0.0424313300571758
2013-07-24,0.05061943989328029,0.04843549329918094,0.09513210371766449,0.13155321991218993,0.09303851692683125,0.052639366668451794,0.13957828553131854,0.08757054792783875,0.058701131330446986,0.099292531169483,0.09193505142824296,0.009540855158195955,0.04196345703687523
2013-07-25,0.05499682102608987,0.04916026404694749,0.09928292878848849,0.133866360187319,0.09626727085680839,0.05486354047449522,0.1446008457592371,0.09058513423448392,0.06062432740852039,0.09591340060837415,0.09606919239879932,0.009837266875224676,0.013932647335212016
2013-07-26,0.05441754057547452,0.04940754755881624,0.09970693041089217,0.13572766298242786,0.09648207286434232,0.05456585014856496,0.1458480131837631,0.09109989179680444,0.06072268131506889,0.09389162339569,0.09397640730631848,0.009785683013477183,0.01436809544835991
2013-07-29,0.053269147681427494,0.04953270114518762,0.09944543200250053,0.1363568839763511,0.09659565674860227,0.055353327567748585,0.14534308846065408,0.09137343907151299,0.06069603804301605,0.09537894470950724,0.09341632747513055,0.009558335510089565,0.013680677608272138
2013-07-30,0.05321680432293722,0.049574927393261775,0.09846289978950121,0.1358809566222355,0.09692452974201247,0.05523447500927441,0.14591033291283856,0.0919175055774904,0.06094512456039045,0.09561412546049262,0.09343086429337046,0.009608197235629952,0.01327925708056505
2013-07-31,0.05304727565677291,0.049805138591916806,0.09815015985832347,0.1357325850966441,0.0988899184553327,0.05513735421310452,0.14472649884856145,0.09147133839772113,0.06107514202302195,0.09562663760317607,0.09320582465804898,0.009626635748154616,0.013505490849221471
2013-08-01,0.05335542811636263,0.048571110679093234,0.09980718066032901,0.13577735767515933,0.09592879220935897,0.05550583807513806,0.14431934933985055,0.09132776477958017,0.06141341475432911,0.09642017680583274,0.09439384539731199,0.00943637630263064,0.013743365205023473
2013-08-02,0.05332139022422031,0.048679663616462684,0.10000694050203848,0.1362155282823971,0.09601577283523859,0.055342869564125236,0.1447879142951872,0.0917140638413597,0.06132582600005504,0.09428891459919853,0.09521914259209835,0.00940824758473547,0.013673726062883357
2013-08-05,0.05241167707835712,0.04878813340543101,0.09978994938828448,0.13645059490710265,0.09608045916806653,0.05538347569693416,0.14589281369332968,0.09179282985536007,0.061033831937731174,0.09448660950805833,0.09507954360660557,0.009261707843302979,0.013548373911436125
2013-08-06,0.05202841744112132,0.048208025237522156,0.09907061553610085,0.13625822326893192,0.0954244989122037,0.055115257244242925,0.14424036939513846,0.09111147029833647,0.05938085424920831,0.09438033266630019,0.10103623182923996,0.00998629122405639,0.013759412697597334
2013-08-07,0.053775859668699945,0.046829105779279144,0.09853869538183412,0.1358160046469539,0.09527402521571862,0.05558001135325341,0.14366602441803444,0.09061810393269996,0.059123524792977965,0.09638747347614815,0.1008015844870103,0.010064509583780175,0.013525077263609873
2013-08-08,0.057974819828305,0.04689671141743967,0.09841342077048677,0.13572589572494123,0.0937651661254401,0.05519285413367163,0.14402110446088479,0.09016069720704797,0.05905112754166578,0.09524621937717116,0.10046970022041748,0.00978604811143354,0.013296235081094962
2013-08-09,0.05813379390135799,0.04715203196602417,0.09803657954400342,0.13633734708533551,0.09339970085329083,0.05524515120686359,0.1437798940657118,0.09026458331187827,0.05894764170802648,0.0955268935169559,0.10004891806912317,0.00980014144625953,0.013327323325169428
2013-08-12,0.05644048040353138,0.04720372339760436,0.0980486752739147,0.1368444035008426,0.09366583395864507,0.05497847944484862,0.14448073753847565,0.08954640286172262,0.058750761089429754,0.09541945821521225,0.10069024707727738,0.009848099368858604,0.014082697869637012
2013-08-13,0.05350657897998626,0.04609007271950634,0.09724349546846454,0.1360290030609278,0.09277306385724055,0.053662100038225274,0.1455577570356358,0.0883523043383362,0.06959146887902515,0.09457987720736992,0.0993572641435192,0.00964619911445528,0.013610815157307813
2013-08-14,0.051312991470902854,0.046418833438371734,0.0861602819195593,0.1388356703831577,0.09313288941356784,0.055250486044189646,0.1471021588730741,0.09010477935290027,0.07105008583398277,0.09562075682329024,0.1007671971201974,0.010111809647137858,0.014132059679668452
2013-08-15,0.050831825792952236,0.04771239758132342,0.08269278084678348,0.13902460984463358,0.09454817449732482,0.05678303903912889,0.14674038278043083,0.0900239061419305,0.07330654365566701,0.09340291351856982,0.10092892830816247,0.010197888383871834,0.013806609609221122
2013-08-16,0.05110663076319771,0.04800706795357994,0.08223002555641039,0.13918203787673095,0.09538347014065648,0.05733384302368252,0.1469324590533526,0.08942336159337755,0.07305770793786337,0.0925684375298496,0.10076100347660295,0.010267941051289392,0.013746014043406606
